Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Condition,Accuracy,Trial,Block,Sol_letters,Tar_letters,Sol_freq,Tar_freq,Letter_changed
37,1,1.0,3.0,1.031,1.821,2,1.0,21,2,8.0,6.0,455.0,457.0,2.0
37,2,2.0,1.0,1.798,1.277,2,1.0,22,2,9.0,9.0,653.0,653.0,0.0
37,1,1.0,4.0,0.748,0.798,2,1.0,23,2,9.0,9.0,120.0,1042.0,1.0
37,2,1.0,2.0,1.439,1.301,2,0.0,24,2,8.0,8.0,2183.0,2183.0,0.0
37,1,1.0,3.0,0.387,2.291,2,1.0,25,2,8.0,6.0,896.0,100.0,2.0
37,2,2.0,2.0,1.001,1.744,2,1.0,26,2,6.0,6.0,422.0,422.0,0.0
37,2,2.0,2.0,0.876,1.192,2,1.0,27,2,7.0,7.0,920.0,920.0,0.0
37,2,1.0,3.0,0.955,3.316,2,0.0,28,2,8.0,8.0,1026.0,1026.0,0.0
37,1,1.0,3.0,0.418,1.712,2,1.0,29,2,9.0,9.0,2212.0,100.0,2.0
37,1,1.0,4.0,0.686,1.522,2,1.0,30,2,8.0,7.0,976.0,283.0,2.0
37,1,1.0,4.0,0.646,1.435,2,1.0,31,2,8.0,6.0,175.0,160.0,2.0
37,2,1.0,1.0,0.948,3.293,2,0.0,32,2,8.0,8.0,328.0,328.0,0.0
38,1,1.0,3.0,0.833,0.879,2,1.0,18,2,8.0,6.0,175.0,160.0,2.0
38,1,1.0,3.0,0.942,1.334,2,1.0,19,2,8.0,6.0,455.0,457.0,2.0
38,2,2.0,2.0,0.739,0.82,2,1.0,20,2,7.0,7.0,920.0,920.0,0.0
38,2,1.0,1.0,0.853,2.658,2,0.0,21,2,9.0,9.0,653.0,653.0,0.0
38,2,2.0,3.0,1.24,1.061,2,1.0,22,2,6.0,6.0,422.0,422.0,0.0
38,1,1.0,4.0,1.371,1.299,2,1.0,23,2,8.0,7.0,962.0,408.0,2.0
38,1,1.0,4.0,1.106,0.564,2,1.0,24,2,8.0,6.0,896.0,100.0,2.0
38,2,1.0,1.0,1.776,1.224,2,0.0,25,2,7.0,7.0,212.0,212.0,0.0
38,1,2.0,2.0,1.559,1.4,2,0.0,26,2,9.0,9.0,120.0,1042.0,1.0
38,2,1.0,1.0,2.162,1.274,2,0.0,27,2,8.0,8.0,2183.0,2183.0,0.0
38,2,1.0,3.0,1.401,0.816,2,0.0,28,2,8.0,8.0,328.0,328.0,0.0
38,2,1.0,1.0,1.506,0.996,2,0.0,29,2,8.0,8.0,1026.0,1026.0,0.0
38,2,2.0,3.0,1.662,1.354,2,1.0,30,2,7.0,7.0,248.0,248.0,0.0
38,1,1.0,3.0,0.917,1.248,2,1.0,31,2,8.0,7.0,976.0,283.0,2.0
38,1,2.0,1.0,1.312,1.45,2,0.0,32,2,9.0,9.0,2212.0,100.0,2.0
39,2,2.0,3.0,0.63,1.276,2,1.0,18,2,7.0,7.0,248.0,248.0,0.0
39,1,1.0,4.0,0.98,2.028,2,1.0,19,2,8.0,6.0,455.0,457.0,2.0
39,1,1.0,4.0,1.22,1.058,2,1.0,20,2,9.0,9.0,120.0,1042.0,1.0
39,2,2.0,2.0,1.283,2.175,2,1.0,21,2,6.0,6.0,422.0,422.0,0.0
39,2,2.0,3.0,0.998,1.965,2,1.0,22,2,9.0,9.0,653.0,653.0,0.0
39,2,2.0,3.0,1.113,2.044,2,1.0,23,2,8.0,8.0,2183.0,2183.0,0.0
39,2,2.0,2.0,1.288,0.772,2,1.0,24,2,8.0,8.0,1026.0,1026.0,0.0
39,2,2.0,3.0,1.442,1.416,2,1.0,25,2,7.0,7.0,212.0,212.0,0.0
39,2,2.0,3.0,1.451,1.567,2,1.0,26,2,7.0,7.0,920.0,920.0,0.0
39,1,1.0,4.0,1.292,1.591,2,1.0,27,2,9.0,9.0,2212.0,100.0,2.0
39,1,1.0,4.0,1.254,1.411,2,1.0,28,2,8.0,6.0,896.0,100.0,2.0
39,2,2.0,2.0,1.593,1.465,2,1.0,29,2,8.0,8.0,328.0,328.0,0.0
39,1,1.0,4.0,1.215,0.846,2,1.0,30,2,8.0,7.0,962.0,408.0,2.0
39,1,1.0,4.0,0.782,2.254,2,1.0,31,2,8.0,6.0,175.0,160.0,2.0
39,1,1.0,3.0,1.509,1.592,2,1.0,32,2,8.0,7.0,976.0,283.0,2.0
40,1,1.0,3.0,1.624,2.342,2,1.0,18,2,9.0,9.0,2212.0,100.0,2.0
40,1,NAN,2.0,NAN,0.169,2,NAN,19,2,8.0,7.0,976.0,283.0,2.0
40,1,2.0,2.0,1.612,1.466,2,0.0,20,2,8.0,6.0,455.0,457.0,2.0
40,1,1.0,4.0,2.312,1.561,2,1.0,21,2,8.0,6.0,896.0,100.0,2.0
40,1,1.0,4.0,1.142,1.19,2,1.0,22,2,8.0,7.0,962.0,408.0,2.0
40,2,2.0,3.0,0.912,1.723,2,1.0,23,2,9.0,9.0,653.0,653.0,0.0
40,1,1.0,2.0,0.739,1.412,2,1.0,24,2,8.0,6.0,175.0,160.0,2.0
40,2,1.0,2.0,1.082,2.268,2,0.0,25,2,8.0,8.0,2183.0,2183.0,0.0
40,2,2.0,3.0,1.003,1.346,2,1.0,26,2,8.0,8.0,328.0,328.0,0.0
40,2,2.0,4.0,1.19,1.237,2,1.0,27,2,6.0,6.0,422.0,422.0,0.0
40,1,1.0,4.0,2.031,1.293,2,1.0,28,2,9.0,9.0,120.0,1042.0,1.0
40,2,2.0,3.0,0.87,0.979,2,1.0,29,2,7.0,7.0,248.0,248.0,0.0
40,2,1.0,3.0,1.102,1.522,2,0.0,30,2,8.0,8.0,1026.0,1026.0,0.0
40,2,2.0,4.0,1.591,1.35,2,1.0,31,2,7.0,7.0,920.0,920.0,0.0
40,2,2.0,2.0,0.979,2.123,2,1.0,32,2,7.0,7.0,212.0,212.0,0.0
41,2,2.0,2.0,0.634,1.472,2,1.0,18,2,7.0,7.0,212.0,212.0,0.0
41,1,1.0,2.0,0.494,1.641,2,1.0,19,2,8.0,7.0,976.0,283.0,2.0
41,2,2.0,2.0,0.767,1.679,2,1.0,20,2,9.0,9.0,653.0,653.0,0.0
41,1,1.0,3.0,0.517,1.679,2,1.0,21,2,8.0,6.0,175.0,160.0,2.0
41,2,2.0,2.0,0.628,1.227,2,1.0,22,2,8.0,8.0,328.0,328.0,0.0
41,2,2.0,2.0,1.235,1.92,2,1.0,23,2,6.0,6.0,422.0,422.0,0.0
41,1,1.0,3.0,0.799,3.934,2,1.0,24,2,9.0,9.0,120.0,1042.0,1.0
41,1,1.0,3.0,0.446,2.332,2,1.0,25,2,8.0,6.0,896.0,100.0,2.0
41,2,2.0,2.0,1.16,1.401,2,1.0,26,2,8.0,8.0,2183.0,2183.0,0.0
41,1,2.0,2.0,0.779,1.611,2,0.0,27,2,9.0,9.0,2212.0,100.0,2.0
41,2,2.0,4.0,0.518,1.28,2,1.0,28,2,7.0,7.0,920.0,920.0,0.0
41,1,1.0,3.0,0.699,1.614,2,1.0,29,2,8.0,6.0,455.0,457.0,2.0
41,2,2.0,4.0,0.383,1.167,2,1.0,30,2,7.0,7.0,248.0,248.0,0.0
41,2,2.0,2.0,0.546,1.403,2,1.0,31,2,8.0,8.0,1026.0,1026.0,0.0
41,1,1.0,3.0,1.637,1.458,2,1.0,32,2,8.0,7.0,962.0,408.0,2.0
42,2,1.0,3.0,1.979,1.851,2,0.0,18,2,8.0,8.0,1026.0,1026.0,0.0
42,2,2.0,4.0,1.107,0.678,2,1.0,19,2,7.0,7.0,248.0,248.0,0.0
42,1,1.0,4.0,2.909,1.448,2,1.0,20,2,8.0,6.0,896.0,100.0,2.0
42,1,1.0,4.0,1.391,1.126,2,1.0,21,2,8.0,6.0,455.0,457.0,2.0
42,2,2.0,2.0,2.075,1.607,2,1.0,22,2,8.0,8.0,2183.0,2183.0,0.0
42,1,1.0,4.0,1.416,1.055,2,1.0,23,2,9.0,9.0,120.0,1042.0,1.0
42,1,1.0,4.0,1.029,0.699,2,1.0,24,2,8.0,7.0,976.0,283.0,2.0
42,2,1.0,2.0,2.226,2.024,2,0.0,25,2,7.0,7.0,920.0,920.0,0.0
42,2,2.0,3.0,1.912,4.907,2,1.0,26,2,6.0,6.0,422.0,422.0,0.0
42,1,1.0,4.0,1.592,0.807,2,1.0,27,2,8.0,7.0,962.0,408.0,2.0
42,2,1.0,3.0,1.641,1.574,2,0.0,28,2,7.0,7.0,212.0,212.0,0.0
42,1,1.0,4.0,1.496,0.699,2,1.0,29,2,9.0,9.0,2212.0,100.0,2.0
42,2,2.0,1.0,2.13,1.548,2,1.0,30,2,9.0,9.0,653.0,653.0,0.0
42,1,1.0,4.0,1.185,0.673,2,1.0,31,2,8.0,6.0,175.0,160.0,2.0
42,2,2.0,3.0,1.751,7.088,2,1.0,32,2,8.0,8.0,328.0,328.0,0.0
43,2,NAN,1.0,NAN,0.071,2,NAN,18,2,9.0,9.0,653.0,653.0,0.0
43,2,2.0,3.0,1.538,1.347,2,1.0,19,2,7.0,7.0,212.0,212.0,0.0
43,1,1.0,3.0,2.038,2.643,2,1.0,20,2,8.0,6.0,896.0,100.0,2.0
43,1,1.0,4.0,1.491,0.407,2,1.0,21,2,8.0,6.0,175.0,160.0,2.0
43,2,2.0,2.0,2.687,1.187,2,1.0,22,2,8.0,8.0,2183.0,2183.0,0.0
43,2,NAN,2.0,NAN,0.629,2,NAN,23,2,6.0,6.0,422.0,422.0,0.0
43,1,NAN,2.0,NAN,0.604,2,NAN,24,2,9.0,9.0,2212.0,100.0,2.0
43,2,1.0,2.0,2.08,0.988,2,0.0,25,2,7.0,7.0,920.0,920.0,0.0
43,2,NAN,2.0,NAN,0.23,2,NAN,26,2,8.0,8.0,1026.0,1026.0,0.0
43,1,1.0,4.0,2.071,1.683,2,1.0,27,2,9.0,9.0,120.0,1042.0,1.0
43,1,NAN,1.0,NAN,0.592,2,NAN,28,2,8.0,7.0,976.0,283.0,2.0
43,2,2.0,3.0,2.599,1.758,2,1.0,29,2,8.0,8.0,328.0,328.0,0.0
43,1,1.0,4.0,1.367,0.864,2,1.0,30,2,8.0,7.0,962.0,408.0,2.0
43,2,2.0,4.0,1.726,0.808,2,1.0,31,2,7.0,7.0,248.0,248.0,0.0
43,1,1.0,4.0,1.258,0.759,2,1.0,32,2,8.0,6.0,455.0,457.0,2.0
44,2,1.0,2.0,1.522,1.028,2,0.0,18,2,8.0,8.0,1026.0,1026.0,0.0
44,1,1.0,4.0,0.518,1.248,2,1.0,19,2,8.0,7.0,962.0,408.0,2.0
44,2,1.0,3.0,1.705,2.164,2,0.0,20,2,7.0,7.0,212.0,212.0,0.0
44,2,2.0,4.0,0.921,0.611,2,1.0,21,2,7.0,7.0,248.0,248.0,0.0
44,1,1.0,4.0,1.176,0.472,2,1.0,22,2,8.0,6.0,896.0,100.0,2.0
44,2,2.0,3.0,1.444,0.537,2,1.0,23,2,7.0,7.0,920.0,920.0,0.0
44,2,1.0,3.0,1.682,0.59,2,0.0,24,2,8.0,8.0,328.0,328.0,0.0
44,2,2.0,4.0,0.242,0.326,2,1.0,25,2,6.0,6.0,422.0,422.0,0.0
44,1,1.0,2.0,2.599,2.285,2,1.0,26,2,9.0,9.0,2212.0,100.0,2.0
44,1,1.0,4.0,1.021,0.371,2,1.0,27,2,8.0,6.0,455.0,457.0,2.0
44,2,1.0,2.0,1.797,1.516,2,0.0,28,2,8.0,8.0,2183.0,2183.0,0.0
44,1,1.0,4.0,1.183,0.591,2,1.0,29,2,8.0,6.0,175.0,160.0,2.0
44,1,1.0,4.0,1.848,0.461,2,1.0,30,2,9.0,9.0,120.0,1042.0,1.0
44,1,1.0,4.0,1.021,0.388,2,1.0,31,2,8.0,7.0,976.0,283.0,2.0
44,2,1.0,3.0,1.99,0.741,2,0.0,32,2,9.0,9.0,653.0,653.0,0.0
45,1,1.0,4.0,1.406,1.62,2,1.0,18,2,8.0,6.0,175.0,160.0,2.0
45,2,2.0,2.0,2.315,2.493,2,1.0,19,2,7.0,7.0,212.0,212.0,0.0
45,2,NAN,1.0,NAN,2.042,2,NAN,20,2,8.0,8.0,328.0,328.0,0.0
45,2,2.0,4.0,1.488,1.284,2,1.0,21,2,6.0,6.0,422.0,422.0,0.0
45,2,NAN,2.0,NAN,2.884,2,NAN,22,2,9.0,9.0,653.0,653.0,0.0
45,2,2.0,3.0,1.433,1.934,2,1.0,23,2,8.0,8.0,1026.0,1026.0,0.0
45,1,2.0,3.0,1.737,3.106,2,0.0,24,2,9.0,9.0,120.0,1042.0,1.0
45,2,2.0,3.0,0.945,1.178,2,1.0,25,2,7.0,7.0,248.0,248.0,0.0
45,1,NAN,2.0,NAN,2.38,2,NAN,26,2,8.0,6.0,896.0,100.0,2.0
45,1,2.0,4.0,0.938,1.619,2,0.0,27,2,8.0,6.0,455.0,457.0,2.0
45,1,2.0,3.0,1.841,2.199,2,0.0,28,2,9.0,9.0,2212.0,100.0,2.0
45,1,NAN,1.0,NAN,0.024,2,NAN,29,2,8.0,7.0,962.0,408.0,2.0
45,2,2.0,3.0,2.073,3.349,2,1.0,30,2,8.0,8.0,2183.0,2183.0,0.0
45,2,2.0,4.0,1.826,8.088,2,1.0,31,2,7.0,7.0,920.0,920.0,0.0
45,1,1.0,4.0,1.381,2.509,2,1.0,32,2,8.0,7.0,976.0,283.0,2.0
46,1,1.0,4.0,1.415,2.574,2,1.0,18,2,8.0,7.0,962.0,408.0,2.0
46,1,1.0,4.0,1.096,1.18,2,1.0,19,2,8.0,6.0,896.0,100.0,2.0
46,2,2.0,3.0,1.15,1.647,2,1.0,20,2,6.0,6.0,422.0,422.0,0.0
46,1,1.0,4.0,0.976,1.32,2,1.0,21,2,8.0,7.0,976.0,283.0,2.0
46,2,2.0,4.0,0.917,1.12,2,1.0,22,2,7.0,7.0,920.0,920.0,0.0
46,1,1.0,1.0,1.188,2.068,2,1.0,23,2,8.0,6.0,455.0,457.0,2.0
46,2,2.0,3.0,1.348,1.741,2,1.0,24,2,7.0,7.0,248.0,248.0,0.0
46,2,1.0,2.0,1.818,2.209,2,0.0,25,2,9.0,9.0,653.0,653.0,0.0
46,1,NAN,1.0,NAN,1.793,2,NAN,26,2,9.0,9.0,2212.0,100.0,2.0
46,1,1.0,2.0,1.466,2.222,2,1.0,27,2,9.0,9.0,120.0,1042.0,1.0
46,2,2.0,3.0,1.703,2.114,2,1.0,28,2,8.0,8.0,1026.0,1026.0,0.0
46,1,1.0,2.0,1.664,2.141,2,1.0,29,2,8.0,6.0,175.0,160.0,2.0
46,2,1.0,4.0,1.769,2.162,2,0.0,30,2,8.0,8.0,328.0,328.0,0.0
46,2,1.0,3.0,2.669,1.762,2,0.0,31,2,7.0,7.0,212.0,212.0,0.0
46,2,NAN,1.0,NAN,0.004,2,NAN,32,2,8.0,8.0,2183.0,2183.0,0.0
47,2,2.0,2.0,2.113,0.827,2,1.0,18,2,9.0,9.0,653.0,653.0,0.0
47,2,1.0,1.0,0.748,0.589,2,0.0,19,2,8.0,8.0,1026.0,1026.0,0.0
47,2,1.0,3.0,1.112,0.842,2,0.0,20,2,7.0,7.0,920.0,920.0,0.0
47,2,2.0,4.0,0.203,0.642,2,1.0,21,2,7.0,7.0,248.0,248.0,0.0
47,2,2.0,2.0,0.602,0.545,2,1.0,22,2,6.0,6.0,422.0,422.0,0.0
47,1,1.0,4.0,0.669,0.738,2,1.0,23,2,8.0,7.0,962.0,408.0,2.0
47,2,2.0,4.0,0.79,0.741,2,1.0,24,2,7.0,7.0,212.0,212.0,0.0
47,1,1.0,2.0,0.776,0.984,2,1.0,25,2,8.0,6.0,455.0,457.0,2.0
47,1,1.0,1.0,0.626,0.648,2,1.0,26,2,9.0,9.0,120.0,1042.0,1.0
47,1,1.0,3.0,1.073,0.725,2,1.0,27,2,8.0,7.0,976.0,283.0,2.0
47,1,1.0,4.0,1.001,0.448,2,1.0,28,2,8.0,6.0,896.0,100.0,2.0
47,2,1.0,2.0,0.592,1.192,2,0.0,29,2,8.0,8.0,328.0,328.0,0.0
47,1,1.0,3.0,0.57,0.483,2,1.0,30,2,8.0,6.0,175.0,160.0,2.0
47,1,2.0,2.0,1.2,0.528,2,0.0,31,2,9.0,9.0,2212.0,100.0,2.0
47,2,1.0,2.0,1.165,0.829,2,0.0,32,2,8.0,8.0,2183.0,2183.0,0.0
48,1,1.0,3.0,2.329,1.419,2,1.0,18,2,8.0,6.0,896.0,100.0,2.0
48,2,NAN,1.0,NAN,0.218,2,NAN,19,2,9.0,9.0,653.0,653.0,0.0
48,2,2.0,4.0,0.339,1.317,2,1.0,20,2,7.0,7.0,248.0,248.0,0.0
48,1,1.0,3.0,0.979,1.163,2,1.0,21,2,8.0,7.0,962.0,408.0,2.0
48,1,1.0,2.0,2.815,1.245,2,1.0,22,2,8.0,6.0,175.0,160.0,2.0
48,1,1.0,4.0,0.301,2.369,2,1.0,23,2,8.0,7.0,976.0,283.0,2.0
48,2,1.0,3.0,1.269,1.298,2,0.0,24,2,6.0,6.0,422.0,422.0,0.0
48,1,1.0,3.0,1.328,1.098,2,1.0,25,2,9.0,9.0,120.0,1042.0,1.0
48,2,2.0,2.0,1.632,1.534,2,1.0,26,2,8.0,8.0,1026.0,1026.0,0.0
48,1,1.0,3.0,0.883,1.295,2,1.0,27,2,8.0,6.0,455.0,457.0,2.0
48,2,1.0,3.0,1.87,1.571,2,0.0,28,2,8.0,8.0,328.0,328.0,0.0
48,2,2.0,3.0,1.301,1.696,2,1.0,29,2,8.0,8.0,2183.0,2183.0,0.0
48,2,2.0,3.0,0.927,2.121,2,1.0,30,2,7.0,7.0,920.0,920.0,0.0
48,1,2.0,1.0,1.878,1.482,2,0.0,31,2,9.0,9.0,2212.0,100.0,2.0
48,2,1.0,2.0,1.153,1.218,2,0.0,32,2,7.0,7.0,212.0,212.0,0.0
49,2,2.0,2.0,1.01,1.721,2,1.0,18,2,8.0,8.0,328.0,328.0,0.0
49,1,2.0,2.0,2.357,1.141,2,0.0,19,2,8.0,7.0,976.0,283.0,2.0
49,2,1.0,2.0,2.314,1.404,2,0.0,20,2,6.0,6.0,422.0,422.0,0.0
49,1,1.0,3.0,2.134,1.04,2,1.0,21,2,9.0,9.0,120.0,1042.0,1.0
49,2,2.0,3.0,0.999,2.67,2,1.0,22,2,7.0,7.0,920.0,920.0,0.0
49,2,1.0,1.0,0.933,1.631,2,0.0,23,2,9.0,9.0,653.0,653.0,0.0
49,1,NAN,1.0,NAN,0.231,2,NAN,24,2,8.0,6.0,175.0,160.0,2.0
49,2,2.0,2.0,1.436,1.682,2,1.0,25,2,8.0,8.0,2183.0,2183.0,0.0
49,1,1.0,2.0,1.934,1.824,2,1.0,26,2,8.0,6.0,896.0,100.0,2.0
49,2,2.0,3.0,0.84,2.004,2,1.0,27,2,7.0,7.0,212.0,212.0,0.0
49,1,1.0,4.0,0.998,1.005,2,1.0,28,2,8.0,7.0,962.0,408.0,2.0
49,2,2.0,2.0,1.351,1.776,2,1.0,29,2,8.0,8.0,1026.0,1026.0,0.0
49,1,2.0,2.0,1.898,1.693,2,0.0,30,2,9.0,9.0,2212.0,100.0,2.0
49,2,NAN,2.0,NAN,0.099,2,NAN,31,2,7.0,7.0,248.0,248.0,0.0
49,1,1.0,4.0,1.6,1.056,2,1.0,32,2,8.0,6.0,455.0,457.0,2.0
50,2,2.0,3.0,0.641,1.318,2,1.0,18,2,7.0,7.0,248.0,248.0,0.0
50,2,2.0,3.0,0.42,2.082,2,1.0,19,2,7.0,7.0,212.0,212.0,0.0
50,1,1.0,3.0,0.641,1.879,2,1.0,20,2,8.0,6.0,175.0,160.0,2.0
50,1,1.0,3.0,1.166,1.647,2,1.0,21,2,9.0,9.0,2212.0,100.0,2.0
50,2,2.0,2.0,0.431,0.957,2,1.0,22,2,8.0,8.0,1026.0,1026.0,0.0
50,2,2.0,2.0,2.537,2.003,2,1.0,23,2,9.0,9.0,653.0,653.0,0.0
50,1,NAN,2.0,NAN,3.164,2,NAN,24,2,8.0,7.0,976.0,283.0,2.0
50,2,2.0,3.0,0.336,2.131,2,1.0,25,2,8.0,8.0,2183.0,2183.0,0.0
50,2,2.0,3.0,0.256,1.252,2,1.0,26,2,8.0,8.0,328.0,328.0,0.0
50,2,2.0,3.0,0.196,1.227,2,1.0,27,2,6.0,6.0,422.0,422.0,0.0
50,2,2.0,3.0,0.237,0.867,2,1.0,28,2,7.0,7.0,920.0,920.0,0.0
50,1,1.0,3.0,0.387,2.291,2,1.0,29,2,8.0,6.0,896.0,100.0,2.0
50,1,2.0,2.0,0.537,1.283,2,0.0,30,2,8.0,7.0,962.0,408.0,2.0
50,1,2.0,3.0,0.274,0.919,2,0.0,31,2,9.0,9.0,120.0,1042.0,1.0
50,1,1.0,3.0,0.548,1.117,2,1.0,32,2,8.0,6.0,455.0,457.0,2.0
51,2,2.0,2.0,0.962,1.256,2,1.0,18,2,8.0,8.0,3412.0,3412.0,0.0
51,2,2.0,2.0,0.635,1.25,2,1.0,19,2,8.0,8.0,857.0,857.0,0.0
51,2,2.0,2.0,0.708,1.329,2,1.0,20,2,8.0,8.0,455.0,455.0,0.0
51,1,2.0,2.0,0.876,1.64,2,0.0,21,2,8.0,8.0,248.0,100.0,2.0
51,2,2.0,2.0,1.064,1.666,2,1.0,22,2,8.0,8.0,134.0,134.0,0.0
51,2,1.0,2.0,1.081,1.142,2,0.0,23,2,8.0,8.0,175.0,175.0,0.0
51,2,2.0,2.0,2.227,0.983,2,1.0,24,2,8.0,8.0,104.0,104.0,0.0
51,1,1.0,2.0,1.601,0.935,2,1.0,25,2,7.0,7.0,126.0,126.0,1.0
51,1,1.0,2.0,0.906,0.863,2,1.0,26,2,9.0,9.0,707.0,889.0,1.0
51,1,2.0,1.0,0.902,1.362,2,0.0,27,2,9.0,10.0,653.0,6216.0,2.0
51,2,1.0,2.0,2.603,1.633,2,0.0,28,2,8.0,8.0,594.0,594.0,0.0
51,2,2.0,2.0,1.294,1.064,2,1.0,29,2,8.0,8.0,896.0,896.0,0.0
51,1,1.0,3.0,0.943,3.575,2,1.0,30,2,8.0,6.0,1026.0,345.0,2.0
51,1,2.0,2.0,1.418,1.283,2,0.0,31,2,8.0,7.0,1124.0,100.0,2.0
51,1,1.0,3.0,2.416,2.907,2,1.0,32,2,7.0,6.0,613.0,408.0,1.0
52,1,1.0,4.0,1.227,0.297,2,1.0,18,2,8.0,7.0,1124.0,100.0,2.0
52,1,1.0,4.0,1.964,0.348,2,1.0,19,2,8.0,6.0,1026.0,345.0,2.0
52,2,NAN,2.0,NAN,0.133,2,NAN,20,2,8.0,8.0,455.0,455.0,0.0
52,1,1.0,2.0,1.041,1.83,2,1.0,21,2,8.0,8.0,248.0,100.0,2.0
52,2,2.0,2.0,1.599,0.926,2,1.0,22,2,8.0,8.0,134.0,134.0,0.0
52,2,1.0,3.0,1.802,0.897,2,0.0,23,2,8.0,8.0,896.0,896.0,0.0
52,1,1.0,4.0,1.071,0.756,2,1.0,24,2,9.0,10.0,653.0,6216.0,2.0
52,2,1.0,4.0,0.903,0.626,2,0.0,25,2,8.0,8.0,857.0,857.0,0.0
52,2,NAN,1.0,NAN,1.619,2,NAN,26,2,8.0,8.0,3412.0,3412.0,0.0
52,2,1.0,2.0,1.683,1.024,2,0.0,27,2,8.0,8.0,175.0,175.0,0.0
52,1,1.0,1.0,0.968,1.009,2,1.0,28,2,9.0,9.0,707.0,889.0,1.0
52,2,1.0,1.0,1.914,0.413,2,0.0,29,2,8.0,8.0,104.0,104.0,0.0
52,1,2.0,1.0,0.702,2.337,2,0.0,30,2,7.0,7.0,126.0,126.0,1.0
52,2,2.0,2.0,2.438,0.692,2,1.0,31,2,8.0,8.0,594.0,594.0,0.0
52,1,1.0,4.0,1.178,0.298,2,1.0,32,2,7.0,6.0,613.0,408.0,1.0
53,2,2.0,2.0,1.218,1.632,2,1.0,18,2,8.0,8.0,134.0,134.0,0.0
53,1,2.0,1.0,1.856,0.692,2,0.0,19,2,8.0,7.0,1124.0,100.0,2.0
53,2,2.0,2.0,1.593,0.953,2,1.0,20,2,8.0,8.0,3412.0,3412.0,0.0
53,2,2.0,2.0,2.069,1.697,2,1.0,21,2,8.0,8.0,455.0,455.0,0.0
53,2,1.0,1.0,1.454,1.428,2,0.0,22,2,8.0,8.0,104.0,104.0,0.0
53,1,1.0,1.0,2.603,1.731,2,1.0,23,2,8.0,6.0,1026.0,345.0,2.0
53,1,1.0,1.0,2.207,1.014,2,1.0,24,2,9.0,9.0,707.0,889.0,1.0
53,2,1.0,2.0,2.91,3.033,2,0.0,25,2,8.0,8.0,175.0,175.0,0.0
53,2,2.0,2.0,1.935,1.152,2,1.0,26,2,8.0,8.0,896.0,896.0,0.0
53,2,1.0,2.0,1.539,1.748,2,0.0,27,2,8.0,8.0,857.0,857.0,0.0
53,1,1.0,3.0,0.816,3.407,2,1.0,28,2,7.0,7.0,126.0,126.0,1.0
53,1,2.0,2.0,2.008,1.623,2,0.0,29,2,9.0,10.0,653.0,6216.0,2.0
53,2,2.0,2.0,2.358,2.727,2,1.0,30,2,8.0,8.0,594.0,594.0,0.0
53,1,2.0,4.0,1.148,2.349,2,0.0,31,2,7.0,6.0,613.0,408.0,1.0
53,1,1.0,2.0,1.601,3.552,2,1.0,32,2,8.0,8.0,248.0,100.0,2.0
54,2,1.0,2.0,0.748,1.198,2,0.0,18,2,8.0,8.0,594.0,594.0,0.0
54,1,1.0,4.0,0.797,1.404,2,1.0,19,2,8.0,6.0,1026.0,345.0,2.0
54,1,2.0,3.0,1.301,1.248,2,0.0,20,2,8.0,8.0,248.0,100.0,2.0
54,1,1.0,4.0,1.024,1.398,2,1.0,21,2,7.0,6.0,613.0,408.0,1.0
54,2,2.0,4.0,0.559,1.448,2,1.0,22,2,8.0,8.0,3412.0,3412.0,0.0
54,1,1.0,1.0,1.519,1.505,2,1.0,23,2,9.0,9.0,707.0,889.0,1.0
54,2,2.0,3.0,0.919,1.345,2,1.0,24,2,8.0,8.0,175.0,175.0,0.0
54,1,1.0,4.0,1.165,0.733,2,1.0,25,2,8.0,7.0,1124.0,100.0,2.0
54,1,1.0,2.0,2.08,1.452,2,1.0,26,2,9.0,10.0,653.0,6216.0,2.0
54,2,1.0,3.0,1.524,1.99,2,0.0,27,2,8.0,8.0,134.0,134.0,0.0
54,1,1.0,4.0,0.712,1.227,2,1.0,28,2,7.0,7.0,126.0,126.0,1.0
54,2,2.0,2.0,1.579,2.652,2,1.0,29,2,8.0,8.0,455.0,455.0,0.0
54,2,1.0,3.0,1.347,1.868,2,0.0,30,2,8.0,8.0,896.0,896.0,0.0
54,2,2.0,1.0,1.171,1.412,2,1.0,31,2,8.0,8.0,104.0,104.0,0.0
54,2,NAN,2.0,NAN,0.115,2,NAN,32,2,8.0,8.0,857.0,857.0,0.0
55,1,1.0,2.0,2.021,0.882,2,1.0,18,2,8.0,6.0,1026.0,345.0,2.0
55,1,1.0,4.0,1.447,0.972,2,1.0,19,2,8.0,7.0,1124.0,100.0,2.0
55,1,1.0,4.0,0.813,1.611,2,1.0,20,2,7.0,6.0,613.0,408.0,1.0
55,1,1.0,4.0,0.948,0.364,2,1.0,21,2,9.0,10.0,653.0,6216.0,2.0
55,1,1.0,4.0,0.951,1.071,2,1.0,22,2,8.0,8.0,248.0,100.0,2.0
55,2,2.0,4.0,0.545,0.955,2,1.0,23,2,8.0,8.0,104.0,104.0,0.0
55,2,2.0,4.0,0.495,0.33,2,1.0,24,2,8.0,8.0,134.0,134.0,0.0
55,2,1.0,2.0,2.038,0.611,2,0.0,25,2,8.0,8.0,175.0,175.0,0.0
55,2,1.0,4.0,0.66,0.871,2,0.0,26,2,8.0,8.0,896.0,896.0,0.0
