Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,SN,Day,Accuracy,Condition,Block
2,1,1,4,0.702631308,0.339078731,0.214491089,1,1,3,8
2,2,2,4,0.818449414,0.272234807,0.176624988,1,1,3,8
2,1,1,3,1.45750076,0.295588308,0.176624988,1,1,3,8
2,1,1,4,0.857657343,0.295032668,0.142359439,1,1,3,8
2,1,1,4,0.950996965,0.337741664,0.142359439,1,1,3,8
2,1,1,4,0.705157728,0.292025258,0.111962849,1,1,3,8
2,2,2,2,2.181084775,0.269223653,0.111962849,1,1,3,8
2,1,2,2,0.815414048,0.302752486,0.085691244,1,0,3,8
2,2,1,1,0.815017172,0.685950219,0.111962849,1,0,3,8
2,2,1,1,0.623989659,0.341371918,0.133903576,1,0,3,8
2,2,1,2,0.788771529,0.421026876,0.160175182,1,0,3,8
2,2,1,2,2.560428096,1.514101679,0.189500683,1,0,3,8
2,1,1,3,1.098812383,0.383134758,0.221994582,1,1,3,8
2,1,1,3,1.595425552,0.347688171,0.221994582,1,1,3,8
2,2,2,4,1.115022105,0.397401088,0.183480772,1,1,3,8
2,2,2,4,1.386713909,0.323621535,0.183480772,1,1,3,8
2,2,2,4,1.266626175,0.335836956,0.148517501,1,1,3,8
2,2,2,1,3.312222699,0.42719306,0.148517501,1,1,3,8
2,1,1,2,1.511149054,0.394616982,0.117372841,1,1,3,8
2,1,1,3,0.967751699,0.240162197,0.117372841,1,1,3,8
2,2,1,1,1.250454351,0.304404224,0.090307393,1,0,3,8
2,2,1,1,1.168133474,0.257721278,0.117372841,1,0,3,8
2,1,2,3,1.572948116,1.193409812,0.140139813,1,0,3,8
2,1,1,1,1.121528508,0.629128385,0.16720526,1,1,3,8
2,1,1,3,1.033010171,0.494883706,0.16720526,1,1,3,8
2,2,2,2,1.75199941,0.273268149,0.133936467,1,1,3,8
2,1,1,3,0.868501586,0.418234571,0.133936467,1,1,3,8
2,2,2,1,1.580415528,0.49384177,0.104606695,1,1,3,8
2,2,2,1,0.966499737,0.335136215,0.104606695,1,1,3,8
2,2,2,1,0.813961424,0.366086378,0.079463284,1,1,3,8
2,2,2,1,0.858991104,0.376741436,0.079463284,1,1,3,8
2,2,2,1,0.693725434,0.394179825,0.058689585,1,1,3,8
2,1,2,1,0.662767852,0.316685066,0.058689585,1,0,3,8
2,1,1,1,0.795319728,0.427232262,0.075043281,1,1,3,8
2,2,1,1,0.887538349,0.338409346,0.075043281,1,0,3,8
2,1,1,1,0.706233975,0.359457697,0.094948955,1,1,3,8
2,2,1,1,0.883963544,0.38298484,0.094948955,1,0,3,8
2,1,2,1,0.940513852,0.358856964,0.118516185,1,0,3,8
2,1,1,2,1.653123084,0.434677288,0.142083415,1,1,3,8
2,2,2,2,1.326382556,0.296602346,0.142083415,1,1,3,8
2,1,1,2,1.353168746,0.32345814,0.111720967,1,1,3,8
2,1,1,1,1.939749187,0.326876744,0.111720967,1,1,3,8
2,2,1,1,1.142026791,0.360382241,0.085485541,1,0,3,8
2,1,1,2,1.318010291,0.354217185,0.111720967,1,1,3,8
2,2,2,3,0.944440958,1.529418209,0.111720967,1,1,3,8
2,1,1,1,1.323420572,0.388111403,0.085485541,1,1,3,8
2,2,1,1,0.88176894,0.364995287,0.085485541,1,0,3,8
2,1,1,1,0.891211911,0.37678513,0.107388708,1,1,3,8
2,2,1,2,1.142391007,0.697015091,0.107388708,1,0,3,8
2,2,2,3,1.49679628,0.334085698,0.13296571,1,1,3,8
2,2,2,3,1.355743786,0.326085006,0.13296571,1,1,3,8
2,2,2,4,1.075728018,4.070573523,0.3,1,1,2,9
2,1,1,4,0.754543218,0.292536546,0.3,1,1,2,9
2,1,1,4,0.564624055,0.302157388,0.255697168,1,1,2,9
2,1,1,4,0.574369162,0.327367938,0.255697168,1,1,2,9
2,2,2,4,0.631612744,0.317576394,0.214491089,1,1,2,9
2,1,1,4,0.669648292,0.369875841,0.214491089,1,1,2,9
2,1,1,4,0.528465627,0.329228107,0.176624988,1,1,2,9
2,1,1,4,0.520977704,0.372124182,0.176624988,1,1,2,9
2,1,1,4,0.497354684,0.333499498,0.142359439,1,1,2,9
2,2,2,2,1.94950612,0.238378303,0.142359439,1,1,2,9
2,1,1,4,0.561611881,0.298278668,0.111962849,1,1,2,9
2,1,1,1,2.155726191,0.277429446,0.111962849,1,1,2,9
2,1,1,1,0.583608899,0.367225648,0.085691244,1,1,2,9
2,2,2,1,1.260796818,0.314395811,0.085691244,1,1,2,9
2,1,1,1,0.7462937,0.538854915,0.063750516,1,1,2,9
2,2,2,1,0.772072036,0.325220971,0.063750516,1,1,2,9
2,2,1,1,0.660493792,0.345245574,0.046234272,1,0,2,9
2,1,2,1,0.727787573,0.329292206,0.063750516,1,0,2,9
2,1,1,1,0.826040321,0.361583114,0.076946226,1,1,2,9
2,1,2,1,0.806732774,0.35877788,0.076946226,1,0,2,9
2,1,1,2,2.133218358,0.271350221,0.097229872,1,1,2,9
2,1,1,2,1.394186679,0.345158499,0.097229872,1,1,2,9
2,2,2,1,1.527770968,0.315102677,0.073279936,1,1,2,9
2,1,2,1,1.050479409,0.336299803,0.073279936,1,0,2,9
2,2,1,1,0.639677636,0.342634847,0.092829395,1,0,2,9
2,1,1,3,0.94944858,0.351265455,0.112378853,1,1,2,9
2,2,2,2,1.564981824,0.430262455,0.112378853,1,1,2,9
2,2,1,1,0.825627363,0.312653899,0.086045164,1,0,2,9
2,2,2,2,1.305611823,0.325169412,0.112378853,1,1,2,9
2,1,1,2,1.685009863,0.241393361,0.112378853,1,1,2,9
2,2,1,1,1.668760438,0.290303763,0.086045164,1,0,2,9
2,1,1,3,1.3630496,0.316672797,0.112378853,1,1,2,9
2,1,1,3,0.747593664,0.317242689,0.112378853,1,1,2,9
2,2,2,1,2.045649548,0.396557899,0.086045164,1,1,2,9
2,1,2,1,0.823375085,0.374721378,0.086045164,1,0,2,9
2,1,1,1,1.236282244,0.275733794,0.108050365,1,1,2,9
2,1,1,1,0.772323114,0.308832845,0.108050365,1,1,2,9
2,2,2,4,0.850810423,0.272729316,0.3,1,1,3,10
2,1,1,4,0.691045834,0.311610336,0.3,1,1,3,10
2,2,2,4,0.808009674,0.327421501,0.255697168,1,1,3,10
2,2,2,4,0.566321219,0.303936149,0.255697168,1,1,3,10
2,1,1,4,0.559697064,0.345926715,0.214491089,1,1,3,10
2,2,2,4,0.600048521,0.320084822,0.214491089,1,1,3,10
2,1,1,3,1.422742067,0.311050319,0.176624988,1,1,3,10
2,2,2,4,0.918621777,0.369493251,0.176624988,1,1,3,10
2,1,1,4,0.703208086,0.323644268,0.142359439,1,1,3,10
2,1,1,4,0.434326701,0.402010795,0.142359439,1,1,3,10
2,1,1,1,3.101035693,0.305406524,0.111962849,1,1,3,10
2,2,2,2,1.474358236,0.27999394,0.111962849,1,1,3,10
2,1,1,2,1.401011582,0.70518446,0.085691244,1,1,3,10
2,1,1,1,1.681685727,0.238833952,0.085691244,1,1,3,10
2,1,2,1,0.784296704,0.27245794,0.063750516,1,0,3,10
2,2,2,1,0.851697711,0.288895086,0.085691244,1,1,3,10
2,2,2,1,0.673731755,0.327297429,0.085691244,1,1,3,10
2,2,1,1,0.599651543,0.305659757,0.063750516,1,0,3,10
2,1,1,1,0.622375342,0.325208237,0.085691244,1,1,3,10
